locus fis fst fit snp_position
599 -0.111054 0.009168 -0.100868 NA
5998 -0.282655 0.000720 -0.281731 NA
6 -0.073850 0.043196 -0.027463 NA
6008 -0.215245 0.012118 -0.200518 NA
6010 -0.191146 -0.004484 -0.196488 NA
6013 -0.057739 0.035048 -0.020667 NA
6015 -0.314557 0.001694 -0.312330 NA
602 -0.017887 0.010701 -0.006995 NA
6020 -0.251675 0.037958 -0.204164 NA
6023 -0.112338 0.035803 -0.072513 NA
6027 -1.000000 0.000000 -1.000000 NA
6029 -0.977200 0.000059 -0.977084 NA
603 -0.038806 -0.012338 -0.051623 NA
6033 -0.029759 0.013808 -0.015540 NA
6037 -0.032752 0.021453 -0.010596 NA
6039 -0.063426 0.000147 -0.063270 NA
604 -0.217389 0.071248 -0.130653 NA
6040 -0.035710 0.033141 -0.001386 NA
6041 -0.047330 0.001389 -0.045876 NA
6045 -0.060450 -0.004422 -0.065139 NA
6046 -0.065387 0.019831 -0.044259 NA
6052 -0.051847 0.017955 -0.032961 NA
6056 -0.064734 0.162036 0.107791 NA
6057 -0.320905 -0.005825 -0.328599 NA
6058 -0.059421 0.032591 -0.024894 NA
6061 -0.210618 -0.005297 -0.217030 NA
6063 -0.029844 0.003630 -0.026105 NA
6064 -0.487007 0.006397 -0.477494 NA
6067 -0.398704 -0.002280 -0.401893 NA
607 0.130382 0.013562 0.142176 NA
6070 0.012924 0.061725 0.073852 NA
6071 -0.208099 0.032430 -0.168920 NA
6073 -0.674393 0.003656 -0.668271 NA
6075 -0.041461 0.039296 -0.000536 NA
6084 -0.140946 0.002801 -0.137751 NA
6087 -0.769336 0.014236 -0.744147 NA
6089 -0.139578 0.052557 -0.079685 NA
6093 0.116434 0.004711 0.120596 NA
6094 -0.344062 0.040618 -0.289469 NA
6098 -0.170178 0.009186 -0.159429 NA
6099 -0.035616 0.026720 -0.007945 NA
61 -0.183634 0.010260 -0.171490 NA
610 -0.014423 0.003149 -0.011229 NA
6104 -0.084471 0.011362 -0.072150 NA
6107 -0.058350 0.024885 -0.032013 NA
6109 -0.085333 0.052501 -0.028352 NA
6110 -0.136138 0.023890 -0.108996 NA
6111 -0.223377 0.031330 -0.185049 NA
6113 -0.044928 0.012569 -0.031794 NA
6115 -0.024329 0.012127 -0.011907 NA
6116 -0.076965 0.018891 -0.056621 NA
6117 -0.336798 0.015567 -0.315989 NA
6118 -0.031087 -0.005337 -0.036591 NA
6119 -0.045311 0.038249 -0.005329 NA
6120 0.009993 0.004789 0.014733 NA
6128 -0.013535 0.026869 0.013698 NA
6130 -0.092041 0.011499 -0.079483 NA
6135 -0.172264 0.008127 -0.162736 NA
6136 -0.249606 0.097686 -0.127536 NA
6139 -0.034945 0.012999 -0.021492 NA
614 -0.318590 0.023700 -0.287339 NA
6142 -0.027232 0.014218 -0.012626 NA
6143 -0.166134 0.019600 -0.143278 NA
6144 -0.194085 0.047279 -0.137630 NA
6145 -0.094693 -0.008485 -0.103981 NA
6146 -1.000000 0.000000 -1.000000 NA
615 -0.050211 0.035853 -0.012558 NA
6150 -0.024591 0.014195 -0.010047 NA
6151 -0.060285 0.005897 -0.054033 NA
6153 -0.318452 0.063073 -0.235293 NA
6159 -0.344089 0.046860 -0.281106 NA
6161 -0.029087 0.002547 -0.026466 NA
6166 -0.046774 0.010923 -0.035340 NA
6168 -0.128279 0.004127 -0.123623 NA
6172 -0.235565 0.024322 -0.205513 NA
6180 -0.796154 0.004281 -0.788464 NA
6182 -0.079941 0.027488 -0.050256 NA
6183 -0.372930 0.011046 -0.357765 NA
6187 -0.127240 0.057285 -0.062666 NA
6188 -0.035163 0.010706 -0.024081 NA
619 -0.069377 0.021251 -0.046651 NA
6191 0.162721 0.004700 0.166656 NA
6197 -0.642456 -0.003619 -0.648399 NA
6200 -0.044391 0.016439 -0.027222 NA
6207 0.153374 -0.007190 0.147287 NA
6209 -0.031328 0.009963 -0.021053 NA
6210 -0.055351 0.009743 -0.045069 NA
6211 -0.042293 0.015910 -0.025711 NA
6212 0.100573 0.025948 0.123911 NA
6218 -0.170553 0.119244 -0.030971 NA
6220 -0.232072 0.000269 -0.231741 NA
6221 -0.051156 0.051526 0.003007 NA
6230 -0.039861 -0.004823 -0.044877 NA
6231 -0.652825 -0.001467 -0.655249 NA
6232 -0.173267 0.013973 -0.156873 NA
6234 -0.169609 0.003788 -0.165178 NA
6238 0.024090 0.008782 0.032660 NA
6239 -0.363373 0.003155 -0.359072 NA
6243 -0.184243 -0.002953 -0.187740 NA
6249 -0.032875 0.010522 -0.022007 NA
625 -0.091783 0.006416 -0.084778 NA
6252 -0.252365 -0.003104 -0.256252 NA
6254 -0.028749 0.021239 -0.006900 NA
6257 -0.207407 0.025931 -0.176098 NA
6261 -0.137116 0.007516 -0.128569 NA
6262 -0.022389 0.009413 -0.012766 NA
6263 -0.023208 0.010446 -0.012520 NA
6265 -0.058387 0.043417 -0.012435 NA
6267 -0.037446 -0.004391 -0.042002 NA
6268 -0.046237 0.020553 -0.024733 NA
6269 -0.130615 0.016530 -0.111926 NA
6272 -0.055409 0.010165 -0.044682 NA
6286 -0.028491 0.021084 -0.006807 NA
6288 -0.054026 0.030474 -0.021905 NA
6289 -0.312847 0.003028 -0.308872 NA
6293 -0.392991 -0.003730 -0.398187 NA
6295 -0.038225 0.035899 -0.000954 NA
6296 -0.240708 0.014875 -0.222251 NA
6299 -0.033821 0.002594 -0.031140 NA
63 0.055359 0.019791 0.074054 NA
6303 -0.036041 -0.005504 -0.041743 NA
6307 -0.095199 0.013195 -0.080748 NA
6309 -0.035732 0.013566 -0.021681 NA
6312 -0.037333 0.001800 -0.035466 NA
6315 -0.055310 0.005690 -0.049305 NA
6316 -0.043636 0.017480 -0.025394 NA
6322 -0.046221 0.004927 -0.041066 NA
6328 -0.061614 0.034755 -0.024717 NA
6336 -0.186517 0.015730 -0.167853 NA
634 -0.035675 0.018906 -0.016095 NA
6344 -0.297651 -0.004058 -0.302916 NA
6348 0.069491 0.025149 0.092893 NA
635 -0.062547 -0.002289 -0.064979 NA
6351 -0.055988 0.028059 -0.026359 NA
6353 -0.085973 0.003505 -0.082166 NA
6359 -0.044321 0.009495 -0.034405 NA
636 -0.040044 0.039619 0.001162 NA
6360 -0.351387 0.025535 -0.316879 NA
6362 -0.045386 0.032828 -0.011068 NA
6365 -0.357043 0.002447 -0.353722 NA
6366 -0.070087 0.025391 -0.042916 NA
6368 -0.134741 -0.001751 -0.136728 NA
637 -0.050367 -0.007197 -0.057927 NA
6373 -0.048874 0.019368 -0.028559 NA
638 -0.030906 0.010666 -0.019911 NA
6384 -0.201112 0.035642 -0.158302 NA
6397 -0.041850 0.032703 -0.007778 NA
6398 -0.183985 0.038642 -0.138233 NA
6399 -0.081240 0.021738 -0.057736 NA
640 -0.021125 0.005568 -0.015439 NA
6404 0.036974 0.033941 0.069661 NA
641 -0.058846 0.025416 -0.031934 NA
6413 -0.296394 0.003844 -0.291411 NA
6417 -0.069322 0.014100 -0.054245 NA
642 -0.027598 0.006996 -0.020409 NA
6421 -0.079210 0.012513 -0.065706 NA
6422 -0.339912 0.008193 -0.328935 NA
6430 -0.155113 0.014690 -0.138145 NA
6431 -0.104211 0.008321 -0.095023 NA
6432 -0.203198 -0.005847 -0.210234 NA
6441 -0.231324 0.004119 -0.226253 NA
6443 -0.145847 0.001623 -0.143987 NA
6447 -0.273567 0.001479 -0.271683 NA
646 -0.065407 0.038840 -0.024027 NA
6461 -0.356307 0.004991 -0.349538 NA
6466 0.105433 0.006998 0.111693 NA
6469 -0.784755 0.000994 -0.782982 NA
647 -0.058558 0.008586 -0.049469 NA
6471 -0.058224 0.045214 -0.010376 NA
6473 -0.552915 0.123244 -0.361527 NA
6475 0.167014 0.006126 0.172117 NA
6480 -0.041792 0.039476 -0.000666 NA
6481 -0.189205 0.012557 -0.174272 NA
6483 -0.147823 -0.005497 -0.154133 NA
6484 -0.025399 0.009969 -0.015177 NA
6486 -0.270717 0.014662 -0.252086 NA
650 -0.060646 0.014994 -0.044743 NA
6501 -0.075145 0.071392 0.001612 NA
6505 -0.033337 0.015374 -0.017450 NA
6508 -0.009674 0.025062 0.015630 NA
6509 -0.118877 0.009058 -0.108742 NA
6510 -0.034486 0.014582 -0.019401 NA
6517 -0.088668 0.022025 -0.064691 NA
6519 -0.277427 0.003425 -0.273052 NA
6523 -0.031081 0.008123 -0.022705 NA
6524 -0.024063 0.009556 -0.014277 NA
6525 0.148245 -0.003999 0.144838 NA
6528 -0.102243 0.037338 -0.061088 NA
6531 -0.116894 0.072207 -0.036247 NA
6535 -0.021717 0.007006 -0.014559 NA
6537 -0.274156 0.001706 -0.271983 NA
6538 -0.104550 0.028965 -0.072556 NA
654 -0.050932 0.022153 -0.027651 NA
6540 0.022001 -0.005184 0.016931 NA
6541 -0.066630 0.035317 -0.028959 NA
655 0.029466 0.042376 0.070593 NA
6553 -0.241067 0.017870 -0.218889 NA
6563 -0.086236 0.007784 -0.077781 NA
6564 -0.044813 0.015887 -0.028213 NA
6565 -0.143532 -0.005169 -0.149443 NA
6572 -0.027813 0.013506 -0.013931 NA
6573 -0.024158 0.004211 -0.019845 NA
6578 -0.308090 0.011429 -0.293140 NA
6579 -0.041943 0.010703 -0.030791 NA
658 -0.027374 0.013369 -0.013639 NA
6582 -0.089441 0.015182 -0.072901 NA
6583 -0.163495 0.046766 -0.109083 NA
6585 -0.024830 0.015948 -0.008486 NA
6589 -0.063979 0.037347 -0.024243 NA
6590 -0.240038 -0.003084 -0.243863 NA
6595 0.028414 0.019766 0.047618 NA
6596 -0.005624 0.041777 0.036389 NA
6597 -0.408074 0.004273 -0.402058 NA
66 -0.122548 0.007129 -0.114546 NA
6611 -0.173555 0.008504 -0.163575 NA
6613 0.130358 -0.004292 0.126625 NA
6614 -0.062000 0.013827 -0.047316 NA
6615 -0.066843 0.011918 -0.054128 NA
6616 -0.352350 -0.005120 -0.359274 NA
662 -0.064159 -0.005365 -0.069868 NA
6627 -0.025858 0.005340 -0.020380 NA
6628 -0.316919 0.006663 -0.308145 NA
6629 -0.012941 0.005295 -0.007578 NA
6630 -0.089240 0.034797 -0.051338 NA
6631 -0.200785 0.011331 -0.187179 NA
6632 -0.055689 0.016959 -0.037786 NA
6634 -0.992348 -0.000027 -0.992403 NA
6637 -0.035613 -0.008548 -0.044465 NA
6638 -0.221006 0.007174 -0.212247 NA
6639 -0.073060 0.004248 -0.068502 NA
6645 -0.056502 0.035975 -0.018494 NA
6646 -0.063473 0.014691 -0.047849 NA
665 -0.114142 0.010360 -0.102599 NA
6650 -0.043817 0.031150 -0.011302 NA
6654 -0.314880 0.016789 -0.292805 NA
6655 -0.032435 0.009513 -0.022613 NA
6656 -0.033911 -0.002497 -0.036492 NA
6658 -0.178564 0.026616 -0.147196 NA
6662 -0.049419 0.000702 -0.048682 NA
6664 -0.024513 0.005429 -0.018951 NA
6665 -0.371457 0.015730 -0.349884 NA
6666 -0.087353 -0.003546 -0.091208 NA
6670 -0.165636 0.010881 -0.152953 NA
6672 -0.169907 0.025364 -0.140233 NA
6674 0.072445 0.009284 0.081056 NA
6675 -0.248959 -0.001608 -0.250967 NA
6676 -0.338902 0.011428 -0.323601 NA
6679 0.058378 -0.008095 0.050756 NA
6683 -0.120678 0.017535 -0.101026 NA
6685 -0.132671 0.004998 -0.127009 NA
6686 -0.037460 0.030417 -0.005903 NA
6688 -0.037141 0.010762 -0.025980 NA
6690 -0.049095 0.017586 -0.030645 NA
6691 -0.311771 0.029633 -0.272899 NA
6693 -0.034600 0.010195 -0.024052 NA
6698 -0.196506 0.006127 -0.189175 NA
670 -0.035881 0.002044 -0.033764 NA
6700 -0.028639 0.005827 -0.022645 NA
6701 -0.259498 0.020896 -0.233180 NA
6710 -0.041759 0.016984 -0.024066 NA
6715 -0.099203 0.017190 -0.080307 NA
6716 -0.023677 0.015294 -0.008021 NA
6717 -0.137724 -0.006491 -0.145110 NA
6719 0.046057 0.001030 0.047040 NA
6721 -0.134971 0.025115 -0.106466 NA
6722 -0.634998 0.028906 -0.587737 NA
6724 -0.028759 0.021422 -0.006721 NA
6725 -0.222844 0.025025 -0.192242 NA
6726 -0.041673 0.012705 -0.028438 NA
6728 -0.038549 0.009154 -0.029042 NA
6729 -0.063317 0.007004 -0.055870 NA
6732 -0.239274 0.002511 -0.236161 NA
6734 -0.325052 0.022311 -0.295488 NA
6737 -0.094530 0.037932 -0.053012 NA
6739 -0.219625 0.021243 -0.193716 NA
6741 -0.008695 -0.002239 -0.010954 NA
6742 -0.141854 -0.007483 -0.150398 NA
6746 -0.060222 0.024663 -0.034073 NA
6747 0.013666 0.032299 0.045523 NA
6757 -0.120392 -0.002651 -0.123362 NA
6758 -0.270469 0.011451 -0.255921 NA
6759 -0.166222 0.034970 -0.125439 NA
676 -0.626401 0.055460 -0.536200 NA
6761 -0.041129 0.003716 -0.037260 NA
6763 -0.135198 0.061982 -0.064836 NA
6765 -0.207717 0.038460 -0.161268 NA
6768 -0.332684 0.008655 -0.321150 NA
6770 -0.252193 -0.003264 -0.256280 NA
6771 -0.332408 -0.001443 -0.334330 NA
6774 -0.266163 0.010770 -0.252526 NA
6775 0.121282 -0.007279 0.114886 NA
6778 -0.451005 0.007360 -0.440325 NA
6781 -0.037054 0.014807 -0.021699 NA
6785 -0.074271 0.032162 -0.039720 NA
6795 -0.028837 0.006134 -0.022526 NA
6797 -0.162184 0.004154 -0.157356 NA
6799 0.008877 -0.003928 0.004983 NA
6801 -0.234637 -0.000698 -0.235499 NA
6802 0.052083 -0.006060 0.046339 NA
6803 -0.535393 -0.002871 -0.539801 NA
6805 -0.036488 0.009676 -0.026459 NA
6809 -0.135132 0.009631 -0.124199 NA
6812 0.050094 0.002364 0.052340 NA
6813 -0.055401 0.022957 -0.031172 NA
6816 -0.027615 0.000908 -0.026682 NA
6817 -0.238147 0.022930 -0.209756 NA
6821 -0.077639 0.022849 -0.053016 NA
6829 -0.013331 0.015860 0.002741 NA
683 -0.081148 0.027703 -0.051198 NA
6830 -0.039036 0.014946 -0.023507 NA
6831 -0.109495 0.023543 -0.083375 NA
6839 -0.034144 -0.003225 -0.037480 NA
6848 0.179537 0.016350 0.192951 NA
6849 -0.027042 0.014277 -0.012379 NA
685 0.050892 0.038069 0.087023 NA
6851 -0.028213 0.011225 -0.016671 NA
6853 -0.044818 0.031616 -0.011785 NA
6854 -0.103326 0.019224 -0.082116 NA
6858 0.155513 0.017104 0.169957 NA
686 -0.086411 0.040758 -0.042130 NA
6862 -0.301042 0.020981 -0.273745 NA
6866 -0.160931 0.003426 -0.156954 NA
6868 -0.111702 0.025770 -0.083053 NA
6869 -1.000000 0.000000 -1.000000 NA
6873 -0.041016 0.019106 -0.021127 NA
6877 -0.035216 0.015406 -0.019267 NA
6880 -0.030720 0.023208 -0.006799 NA
6881 -0.343474 0.017844 -0.319501 NA
6883 -0.069351 0.063151 -0.001821 NA
6888 -0.070362 0.010193 -0.059453 NA
6890 -0.074060 -0.000675 -0.074785 NA
6894 -0.095382 0.004082 -0.090911 NA
6896 -0.249333 0.004100 -0.244211 NA
6897 -0.242867 -0.000187 -0.243100 NA
6899 -0.069092 0.019217 -0.048548 NA
6902 -0.036203 0.031432 -0.003633 NA
6903 -0.052172 0.032673 -0.017795 NA
6905 -0.118280 -0.000605 -0.118956 NA
6907 -0.025187 -0.004891 -0.030201 NA
6909 -0.060738 0.044024 -0.014040 NA
6910 -0.313418 0.002331 -0.310357 NA
6914 -0.268074 0.017379 -0.246036 NA
6917 -0.065124 0.006687 -0.058002 NA
692 -0.408748 0.017819 -0.383646 NA
6920 -0.113439 0.078635 -0.025884 NA
6924 -0.122672 0.017353 -0.103190 NA
6926 -0.255847 0.004818 -0.249796 NA
6928 -0.073119 0.015585 -0.056395 NA
6930 -0.032139 0.007140 -0.024770 NA
6931 0.015764 0.006038 0.021706 NA
6934 -0.064732 0.046113 -0.015635 NA
6937 -0.033474 0.006836 -0.026410 NA
6938 -0.141563 0.006192 -0.134494 NA
6947 -0.265203 0.010849 -0.251477 NA
695 -0.375987 0.004399 -0.369933 NA
6958 0.294480 0.014677 0.304835 NA
6964 -0.031582 0.013618 -0.017534 NA
6965 -0.139088 -0.011625 -0.152329 NA
6966 -0.035144 0.026155 -0.008070 NA
6968 -0.085600 0.014869 -0.069458 NA
697 0.006631 0.031129 0.037553 NA
6973 -0.056847 0.021217 -0.034424 NA
6974 -0.037235 0.019716 -0.016785 NA
6979 -1.000000 0.000000 -1.000000 NA
6983 -0.037842 -0.011278 -0.049546 NA
6994 -0.293917 0.018534 -0.269935 NA
6995 0.012856 -0.006711 0.006231 NA
6999 -0.108530 0.035747 -0.068903 NA
7001 -0.107225 0.007904 -0.098473 NA
7003 -0.072199 0.009733 -0.061763 NA
7007 0.014993 0.008483 0.023349 NA
7012 -0.255317 0.000321 -0.254914 NA
7013 -0.260985 -0.001047 -0.262305 NA
7017 -0.272505 0.011990 -0.257248 NA
7019 -0.060602 0.018203 -0.041295 NA
7022 -0.094779 0.003276 -0.091192 NA
7023 0.121591 -0.007415 0.115077 NA
7024 -0.068574 0.034971 -0.031205 NA
7026 -0.185892 -0.006864 -0.194032 NA
7028 -0.192993 0.131664 -0.035918 NA
7031 -0.057364 0.020183 -0.036024 NA
7032 -0.044348 0.008055 -0.035936 NA
7034 -0.094725 0.025681 -0.066611 NA
7038 -0.043318 0.026283 -0.015897 NA
7039 0.032483 0.006207 0.038488 NA
704 0.043813 0.030912 0.073371 NA
7045 -0.024739 0.008659 -0.015866 NA
7046 -0.075245 -0.007363 -0.083162 NA
7048 -0.032909 -0.000547 -0.033474 NA
7060 -0.023292 0.002178 -0.021063 NA
7061 -0.033347 0.010938 -0.022044 NA
7067 -0.211134 0.030485 -0.174212 NA
707 -0.064596 0.008320 -0.055739 NA
7074 -0.032852 0.020472 -0.011707 NA
7078 -0.029913 -0.001635 -0.031597 NA
7079 -0.102540 0.072232 -0.022901 NA
708 -0.024187 -0.000798 -0.025005 NA
7080 -1.000000 0.000000 -1.000000 NA
7084 -0.050062 0.007614 -0.042067 NA
7091 -0.024792 0.005298 -0.019362 NA
7092 -0.061770 0.018137 -0.042513 NA
7095 -0.062045 0.034587 -0.025311 NA
7098 -0.054860 0.011818 -0.042394 NA
7100 -0.118931 0.011212 -0.106385 NA
7105 -0.003963 0.033902 0.030073 NA
7106 0.050417 -0.005577 0.045121 NA
7107 -0.565900 0.011033 -0.548623 NA
7114 -0.080609 0.023682 -0.055017 NA
7119 -0.055337 0.049590 -0.003002 NA
7121 -0.036585 0.016818 -0.019152 NA
7125 -0.106576 0.022535 -0.081639 NA
7129 -0.047676 0.020116 -0.026601 NA
7131 -0.055862 -0.001145 -0.057071 NA
7133 -0.313431 0.013612 -0.295553 NA
7136 -0.043911 -0.002656 -0.046684 NA
7137 -0.006917 0.017097 0.010298 NA
7139 -0.062443 0.049583 -0.009764 NA
7140 -0.041057 0.015162 -0.025273 NA
7142 -0.034259 -0.000415 -0.034688 NA
7143 -0.197343 0.021326 -0.171808 NA
7144 -0.028736 0.008540 -0.019950 NA
7147 -0.033176 0.008736 -0.024150 NA
7148 -0.255835 0.012791 -0.239772 NA
715 -0.063984 0.010691 -0.052610 NA
7150 -0.195535 0.025082 -0.165549 NA
7151 -0.265082 -0.004451 -0.270712 NA
7155 -0.310876 0.014644 -0.291680 NA
7157 -0.089499 0.052533 -0.032265 NA
7160 -0.089483 -0.006728 -0.096814 NA
7163 -0.054282 0.028869 -0.023846 NA
7165 -0.096774 0.015988 -0.079238 NA
7171 -0.091713 0.042748 -0.045045 NA
7174 -0.030649 0.005935 -0.024532 NA
7179 -0.114401 0.028616 -0.082512 NA
7180 0.042663 0.003907 0.046403 NA
7197 -0.065836 0.047823 -0.014865 NA
7198 -0.024429 0.011742 -0.012400 NA
7201 -0.067087 0.038994 -0.025477 NA
7206 -1.000000 0.000000 -1.000000 NA
7212 -0.031415 0.009438 -0.021680 NA
7225 -0.231608 0.004817 -0.225675 NA
7226 -0.300207 0.018322 -0.276384 NA
7229 -0.398476 0.005427 -0.390886 NA
723 -0.050441 0.046205 -0.001905 NA
7234 -0.043742 0.034748 -0.007474 NA
7235 -0.221237 0.067482 -0.138826 NA
7236 -0.203812 0.015245 -0.185460 NA
7237 0.110410 0.011714 0.120831 NA
7239 0.039667 -0.000438 0.039246 NA
724 -0.078068 0.027564 -0.048352 NA
7240 -0.420710 0.127151 -0.240065 NA
7247 -0.043718 0.015205 -0.027848 NA
7248 -0.034389 0.004827 -0.029396 NA
7250 -0.232206 0.033811 -0.190544 NA
7251 -0.110284 0.047673 -0.057354 NA
7253 -0.262410 0.004469 -0.256768 NA
7255 -0.040943 0.027218 -0.012610 NA
7258 -0.094927 0.005517 -0.088886 NA
7260 -0.200543 0.039907 -0.152634 NA
7261 -0.107403 -0.004869 -0.112795 NA
7263 -0.036945 0.014134 -0.022288 NA
7265 -0.300223 0.004697 -0.294115 NA
7269 0.118243 0.051434 0.163596 NA
727 0.069348 0.002115 0.071316 NA
7275 -0.056212 0.021501 -0.033503 NA
7276 -0.146125 0.005212 -0.140152 NA
7278 -0.166870 0.017941 -0.145936 NA
7281 -0.152247 -0.007686 -0.161104 NA
7285 -0.069289 0.001647 -0.067529 NA
729 -0.049387 0.006282 -0.042795 NA
7290 -0.037273 -0.000390 -0.037677 NA
7291 0.049209 0.004748 0.053723 NA
7292 -0.049158 0.011135 -0.037476 NA
7294 -0.034987 0.039067 0.005447 NA
7295 -0.036303 0.019768 -0.015817 NA
73 -0.046583 0.010024 -0.036093 NA
730 -0.279284 -0.001576 -0.281300 NA
7300 -0.024637 -0.000904 -0.025563 NA
7302 0.008059 -0.000551 0.007512 NA
7309 -0.644951 0.085109 -0.504951 NA
7310 -0.209305 0.039469 -0.161574 NA
7313 -0.111732 -0.005273 -0.117594 NA
7316 -0.203525 0.005628 -0.196752 NA
7317 -0.261794 0.057633 -0.189073 NA
7322 -0.285324 0.012503 -0.269254 NA
7324 -0.059466 0.008119 -0.050864 NA
7325 -0.045116 0.026127 -0.017811 NA
7326 -0.025178 -0.000277 -0.025461 NA
7329 -0.027239 0.011022 -0.015917 NA
733 -0.061412 0.016189 -0.044228 NA
7333 -0.057859 0.036635 -0.019104 NA
734 -0.025161 0.041897 0.017790 NA
7346 -0.596027 0.220730 -0.243736 NA
7351 -0.271959 0.014506 -0.253507 NA
7352 -0.132608 0.017774 -0.112477 NA
7362 -0.034182 0.029421 -0.003755 NA
7366 -0.081177 0.032351 -0.046200 NA
737 -0.134807 0.031542 -0.099012 NA
7370 -0.038574 0.017695 -0.020197 NA
7373 -0.416543 0.006627 -0.407156 NA
7375 -0.016552 -0.007652 -0.024330 NA
7376 -0.853149 0.001979 -0.849481 NA
738 -0.135131 0.032934 -0.097746 NA
7382 0.172628 0.014135 0.184322 NA
7404 -0.145312 0.003741 -0.141027 NA
7405 -0.248055 0.009777 -0.235853 NA
7406 -0.146718 0.057643 -0.080618 NA
7407 -0.258703 0.259460 0.067880 NA
7409 0.071210 0.046601 0.114492 NA
7412 -0.869783 -0.001015 -0.871681 NA
7418 -0.088913 -0.003734 -0.092979 NA
7422 -0.178789 0.005965 -0.171757 NA
7423 -0.116285 0.008321 -0.106996 NA
7424 -0.174570 0.030385 -0.138881 NA
7427 0.042998 0.018796 0.060986 NA
7432 -0.086632 0.017402 -0.067723 NA
7437 -0.046978 0.030194 -0.015366 NA
7441 -0.028043 0.006920 -0.020930 NA
7442 -0.303757 0.034823 -0.258356 NA
7447 -0.214008 0.020409 -0.189232 NA
7448 -0.050897 -0.002410 -0.053430 NA
7451 -0.091478 0.071963 -0.012932 NA
7453 -0.171599 0.021589 -0.146305 NA
7461 -0.153907 0.010238 -0.142094 NA
7462 -0.051241 -0.008853 -0.060548 NA
7464 -0.061047 0.038218 -0.020496 NA
7466 -0.334614 0.020901 -0.306720 NA
7467 -0.085507 0.032930 -0.049761 NA
7468 -0.317644 -0.000313 -0.318057 NA
747 -0.082954 0.005094 -0.077437 NA
7470 0.378356 0.032225 0.398389 NA
7475 -1.000000 0.000000 -1.000000 NA
7476 -0.174167 0.020238 -0.150405 NA
7477 -0.150149 0.027560 -0.118451 NA
7482 -0.109977 0.015525 -0.092744 NA
7484 0.131154 0.003194 0.133929 NA
7486 -0.286883 0.008362 -0.276122 NA
7487 -0.090949 0.032449 -0.055548 NA
7488 -0.033784 -0.001840 -0.035686 NA
749 -0.034384 0.014495 -0.019391 NA
7494 -0.022564 -0.001620 -0.024221 NA
7495 -0.043528 0.013411 -0.029533 NA
7499 -0.026338 0.012087 -0.013932 NA
750 -0.306907 0.009939 -0.293918 NA
7504 -0.239088 0.031176 -0.200459 NA
7506 -0.038925 0.021636 -0.016447 NA
7510 -0.048685 0.037660 -0.009192 NA
7513 -0.103771 0.003044 -0.100412 NA
7514 -0.030052 0.020236 -0.009208 NA
7518 -0.312201 -0.002219 -0.315112 NA
752 -0.051486 0.012751 -0.038078 NA
7521 -0.108829 -0.002191 -0.111259 NA
7527 -0.065235 0.010760 -0.053772 NA
7529 -1.000000 0.000000 -1.000000 NA
753 -0.032637 -0.003124 -0.035863 NA
7530 -0.141784 0.000315 -0.141425 NA
7534 -0.025803 -0.004480 -0.030399 NA
7535 -0.061050 0.016621 -0.043415 NA
7538 -0.216814 0.014605 -0.199042 NA
7539 -0.217262 0.029496 -0.181357 NA
7543 -0.099661 0.067554 -0.025375 NA
7544 -0.195454 0.005996 -0.188286 NA
7546 -0.984818 -0.000051 -0.984919 NA
7548 0.290105 0.002902 0.292165 NA
7550 -0.070473 0.041760 -0.025770 NA
7556 -0.147230 0.061171 -0.077053 NA
7557 -0.245840 0.004848 -0.239800 NA
7561 -1.000000 0.000000 -1.000000 NA
7568 0.032983 0.012234 0.044813 NA
7569 -0.324969 0.003208 -0.320719 NA
7571 -0.076075 -0.000784 -0.076919 NA
7572 -0.337236 0.001574 -0.335131 NA
7573 -0.610062 0.110092 -0.432807 NA
7574 -0.345060 0.001049 -0.343649 NA
7575 -0.056727 -0.000125 -0.056860 NA
7576 -0.044656 0.025246 -0.018283 NA
7578 -0.020108 0.000651 -0.019443 NA
7579 -0.068301 0.028432 -0.037928 NA
7583 0.197504 0.034785 0.225418 NA
7587 -0.152029 0.009487 -0.141100 NA
7588 -0.041884 0.005874 -0.035764 NA
7589 -0.282176 0.058533 -0.207126 NA
759 -0.222689 0.007788 -0.213166 NA
7591 -0.063045 -0.000702 -0.063792 NA
7592 -0.070205 0.008159 -0.061473 NA
7594 -0.034823 0.004903 -0.029750 NA
7597 -0.058142 0.042014 -0.013685 NA
7598 -0.027248 0.006879 -0.020181 NA
7603 -0.116399 0.018356 -0.095906 NA
7604 -0.184973 0.402156 0.291571 NA
7605 -0.062985 0.044896 -0.015262 NA
7613 -1.000000 0.000000 -1.000000 NA
7619 -0.037601 0.017641 -0.019297 NA
762 -0.034106 0.011568 -0.022144 NA
7621 -0.239732 0.052275 -0.174926 NA
7622 -0.050311 -0.001252 -0.051627 NA
7623 -0.044238 0.001813 -0.042345 NA
7625 -0.046790 0.036324 -0.008766 NA
7628 0.002226 0.033692 0.035843 NA
7629 -0.161669 0.009934 -0.150129 NA
763 -0.074826 0.013641 -0.060165 NA
7633 -0.098310 0.015866 -0.080884 NA
7639 -0.025842 0.013870 -0.011614 NA
7643 -0.136384 -0.002377 -0.139085 NA
765 -0.012055 0.015632 0.003766 NA
7650 -0.025174 -0.003190 -0.028445 NA
7653 -0.038730 0.010267 -0.028066 NA
7657 -0.109913 -0.005368 -0.115871 NA
7660 -0.072267 0.037238 -0.032338 NA
7661 -0.063750 0.028670 -0.033252 NA
7662 -0.100724 -0.003471 -0.104545 NA
